filename,ground_truth,Ourmodel,Original_ID
0520112024_0043_chunk_021,आठ रुपए में दो सौ बीस किलोमीटर का सफर दिल्ली शहर में,आठ रुपए में दो सौ बीस किलोमीटर का सफर दिल्ली शहर ें है,736
0520112024_0043_chunk_022,दो सौ और एक चार सौ यूनिट के बीच बीच की उपभोग करने पर तकरीबन चार दशमलव पाँच रुपे प्रति यूनिट का खर्च आता है,दो सौचार सौ यूनिट के बीच बीच ही उपभोग करने पर तकरीबन चार दशमलव पांच रुपये प्रति यूनिट का खर्चा आता है,737
0520112024_0043_chunk_023,यदि आप दिल्ली में रहते हैं और इस बाइक को यहां पर चार्ज करते हैं तो कंपनी के दावे के,यदि आप दली में रहते हैं और इस बाइक को यहां पर चार्ज करते हैं तो कंपनी की दावे है,738
0520112024_0043_chunk_024,अनुसार इसकी बेटरी को चार्ज होने में एक दशमलव छह यूनिट बिजली खपत होगी इस हिसाब से यदि औसतन प्रति,नसार इसकी बैटरी को चार्ज होने में एक दशमलव छह यूनिट बिजली खपत होगी इस हिसाब से यदि औसतर,739
0520112024_0043_chunk_028,ट्रिपल डिस्क ब्रेक सिस्टम से लैसेस बाइक में लेट डायरेक्शन इंडिकेटर्स मिलते हैं जोकि अल्ट्रासोनिक कंटिन्यूवस वैलिंग टेक्नोलॉजी के साथ आते,ट्रिपल डिस्क ब्रेक सिस्टम से लेसेस बाइट में लेन डायरेक्शन इंडिकेटर्स मिलते हैं जो कि अट्रासोनिक कंटिन्यूस वैडिंग टेक्नोलॉजी के साथ आते हं,740
0520112024_0043_chunk_029,हैं इसमें स्मार्ट फोन कनेक्टिविटी भी सुविधा दी गई है इसके अलावा क्रूस कंट्रोल रिवर्स असिस्ट एंटीस्किड असिस्ट पार्किंग असिस्ट ऑनबोर्ड नेविगेशन ऑन,इसमें स्मार्टफोन कनेक्टिविटी भी सुविधा दी गई है इसके अलावा क्रूस कंट्रोल रिवरससिस्ट एनटीककी द सिस्ट पॉकिंग सिस्ट ऑन बोर्ड नेविकेशन,741
0520112024_0043_chunk_030,राइड कॉलिंग ब्लूटूथ कनेक्टिविटी और साउंड सिस्टम जैसे फीचर्स मिलते हैं,राइट कॉलिंग यूट्यूब कनएक्टिविटी और साउं सिस्टम जैसे फीचर्स मिलते हैं,742
0520112024_0043_chunk_031,वीडियो को लाइक करें कमेंट करें शेयर करें और सब्सक्राइब जरूर करें,वीडियो को लाइक करें कमेंट करें शेयर करें और सब्स्क्राइब जरूर करें,743
0520112024_0044_chunk_003,के साथ उपलब्ध है जो बैयासी अशवशक्ति है और एक सौ बारह न्यूटन मीटर का आउटपुट जेनरेट करता है,इसके साथ उपलब्ध है जो बयासी अशव शक्ति हैं और एक सौ बारह मयूटर मीटर का आउटपुट जेनरेट करता है,744
0520112024_0044_chunk_004,मारुती स्विफ्ट न्यू जनरेशन ट्वेंटी ट्वेंटी फोर फोर जेनरेशन मारुति सुजुकी स्विफ्ट भारतीय बाजार में लॉन्च कर दिया गया है जिसकी,मारुतिसवफ न्यू जेनरेशन ट्वेंटी ट्वेंटीफोर फॉफ जेनरेशन मारुती सुुकीसविफ भारतीय बाजार में लॉन्च कर दिया गया है जिसके,745
0520112024_0044_chunk_005,एक शुरू कीमत छह दशमलव चार नौ लाख रुपए से शुरू होकर नौ दशमलव छह पाँच लाख रुपए तक जाती है,एक्शूरू कीमत सः दशमलव चार नौ लाख रुपये से शुरू होकर नौ दशमलव छः पांच लाख रुपे तक जाती है,746
0520112024_0044_chunk_006,पिछली मॉडल की तुलना में नई स्विफ्ट में एक एवल्यूशनरी डिजाइन ज्यादा फीचर्स एक एक्स्ट्रा सेफ्टी फीचर्स और ज्यादा एफिशेंट एक,पिछले मॉडल की तुलना में नई सेफ्ट में ए ेवोल्यूशन री डिजाइन ज्यादा फीचर्स एक्स्ट्रा सेफ्टीफफीचर्स और ज्यादा डिफिशिएंटी,747
0520112024_0044_chunk_007,दशमलव दो फीट तीन सिलिंडर पेट्रोल इंजन मिलता है,दशमलव दो ीटर तीन सिलेंडर पेट्रोल इंजन मिलता है,748
0520112024_0044_chunk_008,नई मारुती हैचबेक की कीमते अब पहले की मुकाबले पच्चीस हजार रुपे से सैंतीस हजार रुपये ज्यादा है,नई मारुती हैजबैट की कीमतें अब पहले के मुकाबले पच्चीस हजार रुपये सीस सैतीस हजार रुपये ज्यादा है,749
0520112024_0044_chunk_012,रुपये जेड एक्स आई एन टी की कीमत आठ दशमलव आठ शून्य लाख रुपये जेड एक्स आइ जोरें एन टी की कीमत नौ दशमलव शून्य शून्य लाख रुपये और,जिनेक्स आईएमटी की कीमत आठ दशमलव आठ शून्य लाख रुपएे जिर एक्साइ जोडएमटी की कीमत नौ दशमलब शून्य शून्य लाख रुपये,750
0520112024_0044_chunk_013,जेड एक्स आई ज़ीरो एम टी की कीमत नौ दशमलत पाँच शून्य लाख रुपये सभी कीमत एक्स शोरूम है,सड एक्साइस जोड एमटी की कीमत नौ दशमलव पांच शून्य लाख रुपये सभी कीमत एक्सोरूम है,751
0520112024_0044_chunk_014,जबकि इसके ड्यूल टोन ऑप्शन के लिए पंद्रह हजार रुपये अतिरिक्त चुकाने होंगे स्विफ्ट की मुखय कंपीट स्टाटअप टियागों और हुंडाई ग्रान्ड,जबकि इसके ड्यू टोन ऑप्शन के लिए पंद्रह हजार रुपये अतिरिक्त चुकाने होंगे सो इसके मुख्य कंप्लीट स्टाटा टिागो और हनी ग्रै,752
0520112024_0044_chunk_018,नौ पांच लाख रुपये और आठ दशमलव पाँच छह लाख रुपये हैं जोकि नई रेंज टॉपिंग स्विफ्ट वेरिएन्स काफी कम हैं पिछली मॉडल,नौ पाँच लाख रुपये और आठ दशमलव पाँच छः लाख रुपए हैं जो कि नई रेंजटॉप ंसक्वेरियंसी काफी कम है पिछली मॉडल,753
0520112024_0044_chunk_019,से मिलती जुलती है नई मारुती स्विफ्ट नई स्विफ्ट की डिजाइन लैंग्वेज मौजूदा मॉडल जैसे ही है लेकिन इसमें कुछ,मिलती जोती है नई मारुती स्विफ्ट नई स्विफ्ट की डिजाइन लैंग्वेज मौजूदा मॉडल जैसी ही है लेकिन इसमें,754
0520112024_0044_chunk_024,लुक और कलर ऑप्शंस नई मारुती सुजुकी स्विफस तीन न्यू टोन पेंट और दो नए नीले और लाल रंगों सहित नौ,लुक और कलर ऑप्शन नई भारतसो जुकीइसमेंतीन डयूटोन पेंट और दो नई नी और लाल रंगों सहित,755
0520112024_0044_chunk_025,एक्स्टीरियर कलर ऑप्शंस में उपलब्ध है,सटीवी कलर ऑप्शनस में उपलब्ध है,756
0520112024_0044_chunk_027,रेसिंग रोड स्टार में बाहर और अंदर स्पोटी कॉसमेटिक बदलाव किए गए हैं जबकि थरल चीजों में मारुती ने एनर्जेटिक,रेसिंग लोड स्टार में बाहर और अंदर स्पोटी कॉसमेटिक बदलाव किए गए हैं जबकि थरन चीजों में मानुती ने ये निज,757
0520112024_0044_chunk_028,एक्स्टीरियर और अट्रैक्टिव इंजेनीर स्टालिंग में बदलाव किए हैं नही मारुती स्विफ्ट अब मार्केट और बेहतर फीचर्स से लेस,कक्सटीरिय और एट्रैक्टिव इंटीरियरसटाइ में बदलाव किए हैं नई मारुतीसविफट अब मार्केट और बेहतर फीचरस से ले हं,758
0520112024_0044_chunk_030,इंटीरियर और फीचर्स नए स्विफ्ट का इंटीरियर आउटगोइंग मॉडल के केबिन से ज्यादा प्रीमियम दिखता है और इसमें एक बड़ा,इंचीरिय और फीचर्स नए स्वेस्ट का इंचीरियू ऑउटगोइंग मॉडल के केविंग से ज्यादा प्रीमियम दिखता है और इसमें एक बड़ा,759
0520112024_0044_chunk_033,और चार दशमलव नौ इंच डिजिटल मिट के साथ अपडेटेड इन्नर लाख इंस्ट्रूमेंट सिस्टम मिलता है,और चार दशमलव दो इंच डिजिटल मिट के साथ अपडेटीडीना लोग इंस्टूमेंट क्लस्टम मिलता है,760
0520112024_0044_chunk_036,विडिओ और येसी जैसे स्टैंडप सेफ्टी किट शामिल हैं,डो र एसी जैसे स्टैंडड सेफ्टी किट शामिल हैं,761
0520112024_0044_chunk_039,फ्यूल एफिशिेंट हेचबैक में से एक है यह एक दशमलव दो लीटर तीन सिलिन्डर सफेरीकल पेट्रोल इंजन से चौबीस दशमलव आठ,फिशिंट हैजबैक में से एक है यह एक दशमलव दो लीटर तीन सिलेंड नेचूस्पेरेटिड पेट्रोल इंजन से चौबिस दशमलव आै,762
0520112024_0044_chunk_043,बनाते हैं हालांकि मारुति की सेलरियों चौबीस दशमलव नौ सात किंपल माइनस ट्वेंटी सिक्स पॉइंट् सिक्स एट किंपल ब्रांड विटारा और,हालांकि मारुती की सेलेरियों चौबिस दशमलव नौ सात केमपल माइनस ट्वेंटी सिक्स पॉइंट सिक् एट केमपल ्रैड मीट,763
0520112024_0044_chunk_044,टोयोटा की हाईराइडर अभी भी ज्यादा माइलेज देने में सक्षम है,टोयोटा की हाईराइडर अभी भी ज्यादा माइलेज देने में सक्षम है,764
0520112024_0044_chunk_046,ऑप्शंस के साथ उपलब्ध है जो बयासी अश्वशक्ति और एक सौ बारह न्यूटन मीटर का आउटपुट जेनरेट करता है जोकि मौजूदा स्विफ्ट की तुलना,ऑप्शनस के साथ उपलब्ध है जो बयासी अशव शक्तिह और एक सौ बारह म्यूट मीटर का आउटपुट जेनरेट करता है जो कि मौजूदा सविफ् की तलन,765
0520112024_0044_chunk_047,में आठ अश्वशक्ति और एक न्यूटन मीटर कम है मारुति का यह भी दावा है कि नई स्विफ्ट बारह प्रतिशत तक कम,मे आठश्वा शक्ति और एक न्यूटन मीटर कम है मारुती का यह भी दावा है कि न सस बारह प्रतिशत तक क,766
0520112024_0044_chunk_048,उत्सर्जन करती है वीडियो को लाइक करें कमेंट करें शेयर करें और सब्सक्राइब जरूर करें,वीडियो को लाइक करें कमेंट करें शेयर करें और सब्स्क्राइब जरूर करें,767
0520112024_0046_chunk_001,ट्वेंटी ट्वेंटी फोर मारुति स्विफ्ट मारुति सुजुकी ने नई दो हजार चौबीस स्विफ्ट की बुकिंग लेनी शुरू कर दी है,ट्वेंटी टवेंटी फोर मार तस विफ्ट मार उती जुकी ने नई दो हजार चौबिफ विफ्ट की बुकिंग लेने शुरू कर दी है,768
0520112024_0046_chunk_002,इसे आने वाली नौ मई को लॉन्च किया जा सकता है लेकिन लॉन्च से पहले ही कार के इंजन स्पेसिफिकेशंस,इसे आने वाली नौ मई को लॉन्च किया जा सकता है लेकिन लॉनच से पहले ही कार के इंजन स्पेसिफिकेशन,769
0520112024_0046_chunk_003,और फ्यूल इफिशन्सी की जानकारी लीक हो गई है,र यूल एफिशिएंसी की जानकारी लिक हो गई है,770
0520112024_0046_chunk_004,हालांकि मारुति सुजुकी की ओर से इस संबंध में न ही कोई जानकारी दी गई है और न ही लीक,हालांकि मारुथी सुजुकी की ओर से इस संबंध में न ही कोई जानकारी दी गई है और न ही,771
0520112024_0046_chunk_005,हुई जानकारी की पुष्टि की गई है,ुई जानकारी की पुष्टि की गई है,772
0520112024_0046_chunk_006,पिछली साल टोकियों मोबिलिटी शो में चौथी पीढ़ी की स्विफ्ट का अनवील किया गया था जिसमें मौजूदा एक दशमलव,पिछले साल टो क्यो मोबिलिटी शो में चौथी पीढ़ी की स्विफ्ट का ल किया गया था जिसमें मौजूदा एक दशल,773
0520112024_0046_chunk_007,दो लीटर चार् सिलेंडर पेट्रो इंजन की जगह नया एक दशमलव दो लीटर तीन सिलेंडर इंजन देखा गया था,दो लीटर चार् सिलेंडर पेट्रोल इंजन की जगह नया है दशमलव दो लीटर तीन सिलेंडर इंजन देखा गया था,774
0520112024_0046_chunk_009,डेब्यूट करेगा,ा यूज करेगा,775
0520112024_0046_chunk_010,लीक हुई जानकारी के आधार पर रिपोर्ट्स के मुताबिक नया एक दशमलव दो लीटर इंजन मैलेज हाइब्रिड टेक्नोलॉजी से लैस होगा,ये हुई जानकारी के आधार पर रिपोर्ट्स के मुताबिक नया एक दशमलव नो ईट इंजन माइलड हाइब्रेटेक्नोलॉजी से लैस होगा,776
0520112024_0046_chunk_012,दो हजार चौबीस स्विफ् दशमलव सात दो किलोमीटर फीटर का मैलेज देगी लेकिन ये कन्फर्म नही है कि यह मैलेज मेनुअल का है या फिर ऑटोमेटिक,दो हजार चौबिस मेव पच्चीस दशमलव सात दो किलोमीटर लीटर का माइलेज देगी लेकिन ये कनफर्म नहींी है कि ये माइलेज मेनुूल का है या फिर ऑटोमेटिक,777
0520112024_0046_chunk_013,ट्रांसमिशन का है,ट्रांसमिशन का है,778
0520112024_0046_chunk_015,उम्मीद है यह लीक जानकारी के हिसाब से नई स्विफ्ट तीन किलोमीटर ज्यादा मौजूदा मॉडल से मैलेज देगी यानी ये ज्यादा,उममीद हैयेक जानकारी के हिसाब से नी सफ तीन किलोमीटर फीट ज्यादा मौजूदा मॉडल से मलेज देगी यानी ये ज्यादा,779
0520112024_0046_chunk_016,फ्यूल एफिशेंट है,फिशेंट है,780
0520112024_0046_chunk_018,वहीं पुराना एक दशमलव दो लीटर चार् सिलेंडर इंजन याईटी नाइन वह पावर और एक सौ तेरह न्यूटन मीटर टॉप जनरेट करता है,वहीं पुराना एक दशमलव दो ीटर चार सिलेंडर इंजन एटी नाइन मा पावर और एक सौ तेरह म्यूटर मीटर टॉक जनरेट करता है,781
0520112024_0046_chunk_021,में जानकारी दी जाएगी,में जानकारी दी जाएगी,782
0520112024_0046_chunk_023,इसके लिए तैयारियां जा रही हैं,इसके लिए तैयारियां जारी है,783
0520112024_0046_chunk_024,वीडियो को लाइक करें कमेंट करें शेयर करें और सब्सक्राइब जरूर करें,वीडियो को लाइक करें कमेंट करें शेयर करें और सब्सक्राइब जरूर करें,784
0520112024_0047_chunk_001,फॉटीकिमपल माइलेज के साथ पेश हुई सिर्फ दो लाख के बजट में मारुति स्विफ्ट की धानसुकार ऑटोमोबाइल मार्केट में अधिक,फॉटी किंपल माइलेज के साथ पेश हुई सिर्फ दो लाख के बजट में मारुती स्िफ की धानसुकार ऑटोमोबाइल मार्केट में अधिक,785
0520112024_0047_chunk_002,मालेज वाली गाडियों की मांग लगातार बढ़ती जा रही है जो ग्राहकों की इसी मांग के चलते सभी वाहन निर्माता कंपनियां,माइलेज वाली गाड़ियों की मांग लगातार बढ़ती जा रही जो ग्राहकों की इसी मांग के चलते सभी वाहन निर्माता कंपनियां,786
0520112024_0047_chunk_004,मारुति कंपनी ने अपनी शानदार और आधुनिक मारुति सेसुकी स्विफ्ट का को हाईब्रिट तकनीक के साथ मार्केट में लाने का,मारुती कंपनी ने अपनी शानदार और आधुनिक मारुती सिजूकी स्विस्टका को हाइब्रिड तकनीक के साथ मार्केट में लानी काै,787
0520112024_0047_chunk_005,निर्णय भी लिया है,निर्णय भी लिया है,788
0520112024_0047_chunk_010,मारुति सेसक स्विफ लुक मारुति सेसूी स्विफ्त का में एक स्टीरिया के साथ इंटीरियो मे भी बहुत से अपडेट के,मारती सेजूकी स्वेफ फ्ल मारती सेजूकी स्वस्थका में एक स्टीरय के साथ इंटीरय में भी बहुत से अपडेट किै,789
0520112024_0047_chunk_011,साथ आएगी,साथ आगी,790
0520112024_0047_chunk_019,के साथ पेश किया जाएगा,केसाथ पेश किया जाएगा,791
0520112024_0048_chunk_002,तब से ही ये गाड़ी बहुत बिक रही है और भारत में इसकी डिमांड बहुत ज्यादा है,तबसे ये ये गाड़ी बहुत बिख रही है और भारत में इसकी डिमांड बहुत ज्यादा है,792
0520112024_0048_chunk_007,की बुकिंग रोक दी है,उकी बुकिंग रोक दी है,793
0520112024_0048_chunk_008,क्या है इसकी वजह इन गाड़ियों की बुकिंग रोकने की सबसे बड़ी वजह बहुत ज्यादा वैटिंग पीरीयड हैं,क्या है इसकी वजह इन गाड़ियों कीं बुकिंग रोकने की सबसे बड़ी वजह बहुत ज्यादा वेटिंग पीरियल है,794
0520112024_0048_chunk_009,इन हाइब्रिड वेरिएंट के लिए वैटिंग पीरीयड करीब पंद्रह महीने तक का है और उम्मीद है कि ये वैटिंग पीरीयड कम,इन हाईब्रिडवेरेंस के लिए बेटी पीरिट करीब पंद्रह महीने तक का है और उम्मीद है कि ये बेटी पीरि कै,795
0520112024_0048_chunk_010,होने पर ही दोबारा बुकिंग शुरू होगी पर आप अभी भी मिड लेवल वाली वी एक्स और वी एक्स ओ हाईब्रिड गाड़ी,होने पर ही दोबारा बुकिंग शुरू होगी पर आप अभी भी मे लेबल वाली बीएक्स और बीएक्स को हाइब्रेड गाड़ी,796
0520112024_0048_chunk_011,बुक कर सकते हैं,बुक कर सकती हैं,797
0520112024_0048_chunk_012,इन गाड़ियों को बुक करने के लिए आपको पचास हजार रुके देने होंगी,इन गाड़ियों को बुक करने के लिए आपको पचास हजार रुपये देने होंगी,798
0520112024_0048_chunk_015,एक्स शोरूम है,ैक्स शुर,799
0520112024_0048_chunk_017,में लिया जा सकता है,मे लिया जा सकता है,800
0520112024_0048_chunk_020,तीन सौ साठ डिग्री का कैमरा विद फ्रंट पार्किंग सेन्सर मिलते हैं,तीन सौ सात डिग्री कैमरा और फ्रंट पॉकिंग सेमस मिलती है,801
0520112024_0048_chunk_021,टोयोटा इनोवा हाईक्रॉस जी एक्स ओ पेट्रोल में दो दशमलव शून्य लीटर चार सिलेंडर वाला पेट्रोल इंजन है जो एक सौ तिहत्तर हॉर्स पावर की पावर,तो यूटाइनवा हाई क्रॉस जीएक्स ओ पेट्रोल में दो दशमलव शून्य मीटर चार सिलेंडर वाला पेट्रोल इंजन है जो एक सौ तिहत्तर हॉस पाउवर की पावर,802
0520112024_0048_chunk_022,और दो सौ नो न्यूटन मीटर का टॉप देता है,र दो सौ नौ न्यूटीन मीटर का टोक देता है,803
0520112024_0048_chunk_023,इस गाड़ी में सिर्फ सीवीटी ऑटोमैटिक गेयर बॉक्स का ऑप्शन है जो गाड़ी की पावर को आगे के पहियों तक,इस गाड़ीमें सिर्फ सीवीटी ऑटोमेटिक य बॉक्स का ऑप्शन है जो गाड़ी की पावर को आगे के पहयो त,804
0520112024_0048_chunk_024,पहुंचाता है,पहचाता है,805
0520112024_0048_chunk_025,हाईक्रॉस में दो दशमलव शून्य लीटर वाला स्ट्रॉंग हाइब्रिड पेट्रोल इंजन का भी ऑप्शन है जो कुल मिलाकर एक सौ चौरासी,हाई क्रॉस में दो दशमलव शून्य लीटर वाला स्ट्रॉंग हाइब्रेड पेट्रोल इंजन का भी ऑप्शन है जो कुल मिलाकर एक सौ चौरासीहै,806
0520112024_0048_chunk_026,हॉर्सपावर की पावर देता है और ये गाड़ी एक ड्राइव ट्रांसमिशन के साथ आती है,हासपावर की पावर देता है औरहे गाड़ी य ड्राइ ट्रांसमिशन के साथ आती है,807
0520112024_0048_chunk_027,इनोवा हाईक्रॉस के दोनों ही इंजन सिर्फ आगे के पहियों को ही पावर देते है और इनमें कोई मेनुल ट्रांसमिशन का ऑप्शन,इनोवा हाईक्रॉस के दोनों ही इंजनस मं फआगे के पहियों को ी फावर देते हैं और इनमें कोई मेनल ट्रांसमिशन का ऑप्शन है,808
0520112024_0048_chunk_028,नहीं है,नहीं है,809
0520112024_0048_chunk_029,कंपनी का दावा है कि हाइब्रिड गाड़ी तेईस दशमलव दो चार किलोमीटर प्रतिलीटर का माईलेज देती है और वहीं रेग्युलर पेट्रोल,कंपनी का दावा है कि हाइब्रिड गाड़ी तेस दशमलव दो चार किलोमीटर प्रति मीटर का मायेज देती है और मही रेग्युलर पेट्रोल,810
0520112024_0048_chunk_030,गाड़ी सोलह दशमलव एक तीन किलोमीटर प्रति लीटर का माईलेज देती है,गाड़ी सोलह दशमलव एक तीन किलोमीटर प्रति लीटर का माइलेज देती है,811
0520112024_0048_chunk_031,विडियो को लाइक करें कमेंट करें शेयर करें और सब्सक्राइब जरूर करें,वीडियो को लाइक करें कमेंट करें शेयर करें और सब्स्क्राइब जरूर करें,812
0520112024_0049_chunk_002,के समय में ऑटोमोबाइल सेक्टर के अंदर टू व्हीलर सेगमेट में इलेक्ट्रिक बाइक की डिमांड को देखते हुए एक और,स समय में ऑटोमोबाइल सेक्टर के अंदर टू विल से एकमेंट में इलेक्ट्रिक बाइक की डिमांड को देखते हुईक,813
0520112024_0049_chunk_005,और इस में आकर्षक डिजाइन और स्मार्ट फीचर्स है,और इसमें आकर्षिक डिजाइन और स्मार्ट फीचर्स है,814
0520112024_0049_chunk_007,प्रति घंटा की रफ्तार पकड़ लेती है,प्रति घंटा की रफ्तार पकड़ लेती है,815
0520112024_0049_chunk_008,ओबन इलेक्ट्रिक अपने ग्राहकों को पहले साल में पचास हजार किलोमीटर या तीन साल की मुफ्त सेवा प्रदान करती है,कोबिन इलेक्ट्रिक अपने ग्राहकों को पहले साल में पचास हजार किलोमीटर या तीन साल की मुफ्त सेवा प्रदान करती है,816
0520112024_0049_chunk_010,इस पर तीन साल की इंजन वॉरंटी फ्री रोड साइड असिस्टेंस और चार्जिंग पार्टनर्स के माध्यम से देशभर में बारह हजार,इसपर तीन साल की इंजन वॉरंटी फ्रीरूट साइडसिस्टेंस और चार्जिंग पार्टनेंस के माज्यम से देशभर में बारह हजारह,817
0520112024_0049_chunk_011,से ज्यादा चार्जिंग स्टेशनो तक पहुंच का दावा करती है,इससे ज्यादा चार्जिंग स्टेशनों तक पहुंच का दावा करती है,818
0520112024_0049_chunk_012,मार्केट में लॉन्च हो गई है जो कि दो सौ किलोमीटर की सिंगल चार्ज रेंज क्षमता प्रदान करती है,मार्केट में लॉन्च हो म है जो कि दो सौ किलोमीटर की सिंगल चार्ज रेंज क्षमता प्रदान करती है,819
0520112024_0049_chunk_013,यह इलेक्ट्रिक बाइक कीमत के मामले में भी सबसे बेहतर है अगर आपने अपने लिए कोई नई इलेक्ट्रिक बाइक खरीदने,यह इलेक्ट्रिक बाईक कीमत के मामले में भी सतसे बेहतर है अगर आपने अपने लिए कोई नई इलेक्ट्रिक बाइक खरीदनह,820
0520112024_0049_chunk_017,कंपनी ने अपनी इस इलेक्ट्रिक बाइक के अंदर डिजिटल स्पीडोमीटर के से साथ में सरकुलरलेड हेडलैंप सिंगल पीस सीट और,कंपनी ने अपनी इस इलेक्ट्रिक बाइक के अंदर डिजिटल स पीडूमीटर के साथ में सर कूललैड हैडलेम सिंगल फीस सी,821
0520112024_0049_chunk_018,एंटीलॉक ब्रेकिंग सिस्टम जेसे शानदार फीचर्स का इस्तेमाल किया है,ंटील ऑपरेकिंग सिस्टम जैसे शानदार फीचर्स का इस्तेमाल किया है,822
0520112024_0049_chunk_019,इन प्रीमियम फीचर्स के साथ में यह बाइक शानदार डिजाइन में उपलब्ध है,इन प्रीमियम फीचर्स के साथ में यह बाइक शानदार डिजाइन में उपलब्ध है,823
0520112024_0049_chunk_022,इस बेटरी क्षमता के साथ में यह इलेक्ट्रिक बाइक सौ किलोमीटर प्रति घंटे की टॉप स्पीड देने की क्षमता रखती है,इस बैटरी क्षमता के साथ में य लिलेट्रेक बाईक सो किलोमीटर प्रति घंटे की टॉपसपे देने की क्षमता रखती है,824
0520112024_0049_chunk_023,यह इलेक्ट्रिक बाइक दो सौ किलो मीटर प्रति सिंगल चार्ज की रेंज देने की क्षमता रखती है,यह इलेक्ट्रिक बाइक दो सौ किलोमीटर प्रति सिंविल चार्ज की रेंज देने की क्षमता रखती है,825
0520112024_0049_chunk_025,में भी यह बाइक काफी बेहतर है,भ यह बाइक काफी बेहतर है,826
0520112024_0049_chunk_026,कंपनी ने अपनी इस बाइक को भारतीय बाजार में बिक्री के लिए उपलब्ध करवा दिया है,कंपनी ने अपनी इस बाइक को भारतीय मजेदार में बिक्री के लिए उपलब्ध करवा दिया है,827
0520112024_0049_chunk_029,सबसे बेहतरीन विकल्प साबित होगी,सबसे बेहतरीन विकल्प सामित होगी,828
0520112024_0049_chunk_031,से अपनी उत्पादन क्षमता का विस्तार कर रहा है और भारत में अपनी उपस्थिति को मजबूत करने के लिए हर शहर,से अपनी उत्पादन क्षमता का विस्तार कर रहा है और भारत में अपनी उपस्थिति को मजबूत करने के लिए हर शहर,829
0520112024_0049_chunk_032,राज्य में शोरूम और सर्विस सेंटर खोलने की योजना बना रहा है,और राज्य में शोरू और सर्विस सेंटर खोलने की योजना बना रहा है,830
0520112024_0049_chunk_034,डिलीवरी का जश्न मना रहे है और ऑबन इलेक्ट्रिक में हमारी टीम बोहोत रोमांचित है,डिलीवरी का जश्न मना रहे है और ओबन इलेक्ट्रिक में हमारी टीम बेहद रूमांचित है,831
0520112024_0049_chunk_036,सब्सक्राइब जरूर करें,सब्स्क्राइब जरूर करें,832
0520112024_0050_chunk_001,क्वांटम प्लाजमा के इन इलक्ट्रिक स्कूटर पर मिल रही दस फीसदी की छूट एक सौ दस किलोमीटर की दे रहे रेंज,कॉनटम प्लाजमर के इनइलेक्ट्रिक्स्कूट पर मिल रही दस फीसदी की छूट एक सौ दस किलोमीटर की दे रहे रेंन,833
0520112024_0050_chunk_002,क्वांटम प्लाजमा इलक्ट्रिक स्कूटर ऑफर क्वानट एनर्जी अपने इलेक्ट्रिक स्कूटरों पर बंपर ऑफर लेकर आई है,कवनंटम प्लासमइलेक्ट्रिक् सकूट ऑफर क्वांट मैनेजी अपने इलेक्ट्रिक सकूटरों पर बंपर ऑफर लेकर आई है,834
0520112024_0050_chunk_003,क्वांटम प्लाजमा की दो मॉडल एक्स और एक्स आर पर दस फी सदी का डिस्काउंट दिया जा रहा है,क्वांटम प्लाजमा के दो मॉडल एक्स और एक्सर पर दस फीसदी का डिस्काउंट दिया जा रहा है,835
0520112024_0050_chunk_005,क्वांटम प्लाजमा की दो मॉडल्स पर कंपनी दस फीसदी की छूट दे रही है,क्वांटम प्लाजमा के दो मॉडर्स पर कंपनी दस फीसदी की छूट दे रही है,836
0520112024_0050_chunk_007,खरीद कर करीब दस हजार रुपए तक बचाए जा सकते है,खरीद कर करीब दस हजार रुपये तक बचाए जा सकते हैं,837
0520112024_0050_chunk_009,जा रहा है,हा है,838
0520112024_0050_chunk_010,इन स्कूटर पर कंपनी दस फीसदी की छूट दे रही है क्वांटम प्लाजमा एक्स की एक्स शोरूम प्राइस एक दशमलव,इन स्कूट पर कंपनी दस फीसदी की छूट दे रही है क्वांटम प्लाजमा एक्स की एक्सशोरूंग प्राइस एक दशमलव,839
0520112024_0050_chunk_012,गई है,है,840
0520112024_0050_chunk_014,हजार रुपए हो गई है,हजार रुपये हो गई है,841
0520112024_0050_chunk_015,क्वांटम प्लाजमा के इन दोनों मॉडल पर ही ये ऑफर दिया जा रहा है,क्वांटम प्लाजमा के इन दोनों मॉडल पर ही ये ऑफर दिया जा रहा है,842
0520112024_0050_chunk_016,वहीं ये ऑफर केवल इकतीस मार्च दो हज़ार चौबीस तक के लिए ही उपलब्ध है,वहीं ये ऑफर केवल इकतीस मार्च दो हजार चौबिस तक के लिए ही उपलब्ध है,843
